Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,ATSI,Yrs In Designation As ATSI
2025,02,Clark,02177.1,Watson ES,Regular,37,2,YES,36.5,25.2,12,YES,YES,NO,NO,46.9,31.6,51.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.4,NO,N/A,NO,YES,3
2025,02,Clark,02178.1,Alamo ES,Regular,56,3,YES,56,52.6,23.6,YES,YES,NO,NO,51.9,39.1,55.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,NO,N/A,NO,YES,1
2025,02,Clark,02179.1,Brookman ES,Regular,52.5,3,YES,50.5,44,11.4,YES,YES,NO,NO,54,37.4,49.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,NO,N/A,NO,NO,N/A
2025,02,Clark,02180.1,Cozine ES,Regular,38.5,2,YES,48.7,38.8,7.4,YES,YES,NO,NO,45.1,29.6,52.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.5,NO,N/A,NO,YES,2
2025,02,Clark,02181.1,Gehring ACAD ES,Regular,88,5,NO,83.7,81.8,69,YES,YES,NO,NO,73.7,65.1,43.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,02,Clark,02182.1,Iverson ES,Regular,43.5,2,YES,45.3,44.1,14.9,YES,YES,NO,NO,47.9,39.6,26.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02183.1,Walker ES,Regular,32.5,2,NO,53.6,47,24.5,YES,YES,NO,NO,47.8,34.7,33.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,NO,N/A,NO,YES,1
2025,02,Clark,02184.1,Conners ES,Regular,50.5,3,YES,55.3,48.4,34.8,YES,YES,NO,NO,52.9,41.7,38.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.3,NO,N/A,NO,YES,1
2025,02,Clark,02185.1,Givens ES,Regular,83,4,NO,76.1,74,48.7,YES,YES,NO,NO,70.4,51,63.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,NO,N/A,NO,NO,N/A
2025,02,Clark,02186.1,Goolsby ES,Regular,81.5,4,NO,80,75.7,47.4,YES,YES,NO,NO,74.4,55.8,48.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.6,NO,N/A,NO,NO,N/A
2025,02,Clark,02187.1,Hummel ES,Regular,31.5,2,YES,37.4,31.2,5.9,YES,YES,NO,NO,42.8,29.8,56.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.9,NO,N/A,NO,YES,2
2025,02,Clark,02188.1,Scherkenbach ES,Regular,70.5,4,NO,66.2,57.9,18.2,YES,YES,NO,NO,57.8,54.6,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02189.1,Simmons ES,Regular,35.5,2,YES,36.7,33.7,<5,YES,YES,NO,NO,39.1,39.6,36.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.7,NO,N/A,NO,YES,1
2025,02,Clark,02190.1,Tanaka ES,Regular,63,3,YES,61,54.7,26.4,YES,YES,NO,NO,57.2,35.5,72.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02191.1,Tartan ES,Regular,18,1,YES,33.1,18.6,<5,YES,YES,NO,NO,40.2,14.7,37.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.6,NO,N/A,NO,YES,1
2025,02,Clark,02192.1,Thiriot ES,Regular,43,2,YES,49.3,36.1,7.3,YES,YES,NO,NO,50.3,28.6,55.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.1,NO,N/A,NO,YES,3
2025,02,Clark,02193.1,Batterman ES,Regular,79.5,4,NO,69.9,57.7,35.7,YES,YES,NO,NO,70.6,50,56.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.4,NO,N/A,NO,NO,N/A
2025,02,Clark,02194.1,Ries ES,Regular,37.5,2,NO,48.9,42.8,11.4,YES,YES,NO,NO,48.5,33.6,47.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.3,NO,N/A,NO,YES,1
2025,02,Clark,02195.1,Hickey ES,Regular,22,1,YES,28.6,21.6,10.2,YES,YES,NO,NO,37.5,24.3,42.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.9,NO,N/A,NO,YES,3
2025,02,Clark,02196.1,Jeffers ES,Regular,27,2,YES,23.9,19.1,<5,YES,YES,NO,NO,43.8,26.6,32.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.1,NO,N/A,YES,NO,N/A
2025,02,Clark,02197.1,Goynes ES,Regular,49,2,NO,63.1,49.5,18.4,YES,YES,NO,NO,53.5,33.6,62.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.9,NO,N/A,NO,YES,1
2025,02,Clark,02198.1,Thompson ES,Regular,39.5,2,NO,51.3,46.7,23.7,YES,YES,NO,NO,52,34,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.5,NO,N/A,NO,YES,1
2025,02,Clark,02199.1,Hayden ES,Regular,25.5,1,YES,35.2,27.1,<5,YES,YES,NO,NO,42.9,25.2,33.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.4,NO,N/A,NO,YES,2
2025,02,Clark,02200.1,Wright ES,Regular,48,2,YES,50.2,45.1,16.8,YES,YES,NO,NO,50,38.6,68.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.6,NO,N/A,NO,NO,N/A
2025,02,Clark,02201.1,Ronzone ES,Regular,41.5,2,YES,25.4,23.4,<5,YES,YES,NO,NO,47.6,31.7,51.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.5,NO,N/A,NO,YES,3
2025,02,Clark,02202.1,Hoggard ES,Regular,58,3,NO,63,58.5,30.2,YES,YES,NO,NO,52.5,47.4,30.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,02,Clark,02203.1,Ronnow ES,Regular,27.5,2,YES,30.4,22.8,<5,YES,YES,NO,NO,38.3,25.5,46.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,NO,N/A,NO,YES,3
2025,02,Clark,02204.1,Squires ES,Regular,18.5,1,YES,22.4,17.2,<5,YES,YES,NO,NO,35.7,21.4,26.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,NO,N/A,NO,YES,1
2025,02,Clark,02205.1,Crestwood ES,Regular,68,4,YES,40,35.7,<5,YES,YES,NO,NO,56.1,41,57.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,NO,N/A,NO,NO,N/A
2025,02,Clark,02206.1,Gilbert ES,Regular,36.5,2,YES,40.7,30.9,9.7,YES,YES,NO,NO,51.7,19.7,43.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02207.1,Hancock ES,Regular,39,2,YES,32.3,26,5.7,YES,YES,NO,NO,50.5,34,39.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02208.1,Griffith ES,Regular,44.5,2,YES,34,26.4,15,YES,YES,NO,NO,55.5,26.3,45.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02209.1,Herron ES,Regular,36,2,YES,33.4,33.8,<5,YES,YES,NO,NO,40.2,33.3,44.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.1,NO,N/A,YES,NO,N/A
2025,02,Clark,02210.1,Hewetson ES,Regular,25,1,YES,26.4,21.8,<5,YES,YES,NO,NO,36.1,26.9,34.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.3,NO,N/A,NO,YES,1
2025,02,Clark,02211.1,Booker ES,Regular,38,2,YES,28.3,17.5,<5,YES,YES,NO,NO,51.1,23.3,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02212.1,Earl I ES,Regular,16.5,1,YES,17.8,16.4,<5,YES,YES,NO,NO,30.3,19.6,31.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.9,NO,N/A,NO,YES,1
2025,02,Clark,02213.1,Manch ES,Regular,13,1,YES,21.5,12.4,<5,YES,YES,NO,NO,28.3,12,37.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.5,YES,7,NO,NO,N/A
2025,02,Clark,02214.1,Ullom ES,Regular,53.5,3,YES,39.7,31.5,<5,YES,YES,NO,NO,55.2,39.5,51.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.1,NO,N/A,NO,YES,1
2025,02,Clark,02215.1,Miller John F ES,Special Education,0,1,YES,<5,<5,-,-,N/A,YES,YES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.9,YES,5,NO,NO,N/A
2025,02,Clark,02215.2,Miller John F MS,Special Education,5.4,1,YES,<5,5.8,-,-,N/A,YES,YES,N/A,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,68.4,YES,5,NO,NO,N/A
2025,02,Clark,02215.3,Miller John F HS,Special Education,5,1,YES,<5,<5,-,-,N/A,YES,YES,N/A,N/A,N/A,N/A,-,<5,<4.5,N/A,<5,-,32.3,YES,5,NO,NO,N/A
2025,02,Clark,02216.1,Park ES,Regular,18,1,YES,30.8,27,<5,YES,YES,NO,NO,38.4,19.3,34.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.6,YES,2,NO,NO,N/A
2025,02,Clark,02217.1,Mackey ES,Regular,48,2,YES,50.9,39.6,15.9,YES,YES,NO,NO,53.8,28.4,58.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.9,NO,N/A,NO,NO,N/A
2025,02,Clark,02218.1,McWilliams ES,Regular,31.5,2,YES,28.1,23.5,<5,YES,YES,NO,NO,40.7,27.5,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.7,NO,N/A,NO,YES,2
2025,02,Clark,02219.1,Toland ES,Regular,52.5,3,NO,45.6,45.1,17,YES,YES,NO,NO,49.3,41.9,42.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02220.1,Dearing ES,Regular,14.5,1,YES,21.4,17.6,<5,YES,YES,NO,NO,27.2,18.7,29.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.3,YES,1,NO,NO,N/A
2025,02,Clark,02221.1,Rowe ES,Regular,42.5,2,YES,50.7,36.4,18.5,YES,YES,NO,NO,57.5,34.8,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02222.1,Lincoln ES,Regular,45,2,YES,26,22.9,<5,YES,YES,NO,NO,48.8,37.8,44.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02223.1,Craig ES,Regular,27,2,YES,13.1,13.5,<5,YES,YES,NO,NO,25.4,31.5,35.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.9,YES,2,NO,NO,N/A
2025,02,Clark,02224.1,Williams W ES,Regular,23,1,YES,19.8,13.2,5.2,YES,YES,NO,NO,42.1,20.6,33.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.9,NO,N/A,NO,YES,3
2025,02,Clark,02225.1,Cahlan ES,Regular,18,1,YES,28.4,28.5,<5,YES,YES,NO,NO,29.4,21,47.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.9,NO,N/A,NO,YES,1
2025,02,Clark,02226.1,Kelly ES,Regular,18,1,YES,18.6,7.7,<5,YES,YES,NO,NO,39.1,17.5,29.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.8,YES,7,NO,NO,N/A
2025,02,Clark,02228.1,Mountain View ES,Regular,48,2,YES,33.1,27.4,<5,YES,YES,YES,NO,50,33.9,52.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.8,YES,2,NO,NO,N/A
2025,02,Clark,02230.1,Taylor G ES,Regular,71.5,4,NO,61.3,60.7,16.3,YES,YES,NO,NO,56.7,56.7,45.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.5,NO,N/A,NO,NO,N/A
2025,02,Clark,02231.1,Adcock ES,Regular,57.5,3,YES,46,45,16.4,YES,YES,YES,NO,50.3,42.6,51.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.7,NO,N/A,NO,NO,N/A
2025,02,Clark,02232.1,Paradise ES,Regular,26,1,YES,22.1,20.3,<5,YES,YES,NO,NO,38,25,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02233.1,Culley ES,Regular,22.5,1,YES,34.4,26.7,11.4,YES,YES,NO,NO,45,28.5,31.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.4,NO,N/A,NO,YES,2
2025,02,Clark,02234.1,McCall ES,Regular,69.5,4,YES,39.6,36.6,17.1,YES,YES,NO,NO,62.1,57.5,34.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02235.1,Red Rock ES,Regular,45,2,YES,26.6,29,<5,YES,YES,NO,NO,46.2,39,56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02236.1,Bell ES,Regular,17.5,1,YES,23.5,16.8,<5,YES,YES,NO,NO,35.2,16.9,25.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.4,NO,N/A,NO,YES,3
2025,02,Clark,02237.1,Lake ES,Regular,24,1,YES,30.8,24.5,5.3,YES,YES,NO,NO,44.6,22.7,44.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.1,NO,N/A,NO,YES,1
2025,02,Clark,02238.1,Warren ES,Regular,38.5,2,YES,31,31.5,7,YES,YES,NO,NO,49.6,39.4,35.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.1,NO,N/A,YES,NO,N/A
2025,02,Clark,02239.1,Thomas ES,Regular,37,2,YES,30.4,16,7.1,YES,YES,NO,NO,48,26,30.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.2,NO,N/A,YES,NO,N/A
2025,02,Clark,02241.1,Sunrise Acres ES,Regular,23,1,YES,26.6,24.3,9.3,YES,YES,NO,NO,35.2,24.8,43.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.3,YES,3,NO,NO,N/A
2025,02,Clark,02242.1,Williams T ES,Regular,20,1,YES,26.3,20.4,<5,YES,YES,NO,NO,41,22.5,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.4,NO,N/A,NO,YES,3
2025,02,Clark,02243.1,Twin Lakes ES,Regular,51.5,3,YES,36.3,28.8,5.9,YES,YES,NO,NO,48.2,35.4,53.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02244.1,Pittman ES,Regular,40.5,2,YES,31.2,28.2,15.3,YES,YES,NO,NO,45.4,32.5,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.5,NO,N/A,NO,NO,N/A
2025,02,Clark,02245.1,Vegas Verdes ES,Regular,52.5,3,YES,33.4,32.1,14.2,YES,YES,NO,NO,51.4,41.4,43.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,NO,N/A,NO,NO,N/A
2025,02,Clark,02246.1,Bracken ES,Regular,85,5,YES,65.8,52.6,27.8,YES,YES,NO,NO,66.8,53.1,55.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,NO,N/A,NO,NO,N/A
2025,02,Clark,02247.1,Wasden ES,Regular,29,2,YES,31.6,24.4,<5,YES,YES,NO,NO,44.1,25.8,37.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02248.1,Beckley ES,Regular,36,2,YES,23.4,22.4,<5,YES,YES,NO,NO,42.6,29.8,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.4,NO,N/A,NO,YES,2
2025,02,Clark,02249.1,McCaw ES,Regular,94,5,NO,83.2,78.5,54.5,YES,YES,NO,NO,75.7,66.6,64.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<5,NO,N/A,NO,NO,N/A
2025,02,Clark,02250.1,Mitchell ES,Regular,40,Not Rated,NO,N/A,N/A,N/A,N/A,N/A,NO,NO,N/A,N/A,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.7,NO,N/A,NO,NO,N/A
2025,02,Clark,02251.1,Sewell ES,Regular,24,1,YES,30.6,23.6,5.6,YES,YES,NO,NO,40.4,25.8,19.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.6,NO,N/A,NO,YES,2
2025,02,Clark,02252.1,Indian Springs ES,Regular,38.3,2,YES,37.7,36,10.5,YES,YES,NO,NO,30.3,42.4,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.5,NO,N/A,NO,NO,N/A
2025,02,Clark,02253.1,Priest ES,Regular,38,2,YES,40.3,33.2,<5,YES,YES,NO,NO,52.5,33.8,48.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.2,NO,N/A,NO,YES,1
2025,02,Clark,02254.1,Taylor R ES,Regular,27.5,2,YES,24.4,20.7,<5,YES,YES,NO,NO,35.5,22.9,58.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.8,NO,N/A,NO,YES,1
2025,02,Clark,02255.1,Virgin Valley ES,Regular,53,3,NO,49.6,47.4,18,YES,YES,NO,NO,52.6,41.8,36.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.8,NO,N/A,NO,NO,N/A
2025,02,Clark,02256.1,Whitney ES,Regular,40.5,2,YES,28.3,29.4,<5,YES,YES,NO,NO,50,29.5,61.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02257.1,Ferron ES,Regular,50.5,3,YES,44.4,36.8,10.7,YES,YES,NO,NO,37.4,47.4,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02258.1,Gene Ward ES,Regular,25,1,YES,23.4,18.5,<5,YES,YES,NO,NO,37.7,25.4,40.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.3,YES,7,NO,NO,N/A
2025,02,Clark,02259.1,Wengert ES,Regular,48,2,YES,47.5,33.9,13.7,YES,YES,NO,NO,49.6,34.5,40.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,NO,N/A,NO,YES,1
2025,02,Clark,02260.1,Tate ES,Regular,35.5,2,YES,37.3,41.4,14.5,YES,YES,NO,NO,35.2,36.4,48.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,NO,N/A,NO,YES,2
2025,02,Clark,02261.1,Harmon ES,Regular,29,2,YES,36.3,32.7,<5,YES,YES,NO,NO,40.4,24.4,48.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.4,NO,N/A,NO,NO,N/A
2025,02,Clark,02262.1,Harris ES,Regular,16,1,YES,30.2,23.2,<5,YES,YES,NO,NO,32.4,21.1,40.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.7,NO,N/A,NO,YES,2
2025,02,Clark,02263.1,Diskin ES,Regular,54.5,3,YES,47.7,44.5,19.5,YES,YES,NO,NO,50.9,43.5,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.7,NO,N/A,NO,YES,1
2025,02,Clark,02264.1,Smith Helen ES,Regular,65.5,3,YES,45.4,39.7,<5,YES,YES,NO,NO,57.6,45.1,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,NO,N/A,NO,NO,N/A
2025,02,Clark,02265.1,Tomiyasu ES,Regular,44.5,2,YES,43.7,31.1,<5,YES,YES,NO,NO,55.4,28.1,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.5,NO,N/A,NO,NO,N/A
2025,02,Clark,02266.1,Dondero ES,Regular,46.5,2,YES,31.8,34,6.2,YES,YES,NO,NO,43.9,45.2,44.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02267.1,Edwards ES,Regular,49,2,YES,36.9,24.7,<5,YES,YES,NO,NO,54.4,41.4,45.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.1,NO,N/A,YES,NO,N/A
2025,02,Clark,02268.1,French ES,Regular,41,2,YES,37,32,<5,YES,YES,NO,NO,50,24.4,50.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.4,NO,N/A,NO,NO,N/A
2025,02,Clark,02269.1,Decker ES,Regular,50.5,3,YES,41.8,39.6,7.6,YES,YES,NO,NO,52.4,44.1,50.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,NO,N/A,NO,NO,N/A
2025,02,Clark,02270.1,Long ES,Regular,13.5,1,YES,20.4,18.3,5.7,YES,YES,NO,NO,25.8,10.9,33.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.8,YES,6,NO,NO,N/A
2025,02,Clark,02271.1,Bilbray ES,Regular,50,3,NO,62.2,55.4,13.6,YES,YES,NO,NO,56.2,43.7,29.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,NO,N/A,NO,YES,1
2025,02,Clark,02272.1,Frias ES,Regular,67.5,4,NO,71.4,63.4,29.8,YES,YES,NO,NO,63.9,38.2,53.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02273.1,Hollingsworth ES,Regular,29.5,2,YES,30.3,25.8,12.5,YES,YES,NO,NO,42.8,26.2,37.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02274.1,Miller Sandy ES,Regular,80,4,YES,52.1,47.4,33.3,YES,YES,NO,NO,65,47,48.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.7,NO,N/A,NO,NO,N/A
2025,02,Clark,02275.1,Gragson ES,Regular,43,2,YES,35,22.9,<5,YES,YES,NO,NO,49.6,27.8,51.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.2,NO,N/A,NO,YES,1
2025,02,Clark,02276.1,Galloway ES,Regular,44.5,2,YES,47.8,48.4,14.4,YES,YES,NO,NO,51.7,41.6,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.6,NO,N/A,NO,YES,3
2025,02,Clark,02277.1,Mack ES,Regular,83,4,NO,63.2,53.9,31.3,YES,YES,NO,NO,70.7,55.8,70.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.5,NO,N/A,NO,NO,N/A
2025,02,Clark,02278.1,Gray ES,Regular,39.5,2,YES,42.8,33.1,16,YES,YES,NO,NO,47.6,35.5,39.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.9,NO,N/A,NO,NO,N/A
2025,02,Clark,02279.1,Bowler Grant ES,Regular,55.5,3,NO,51.3,54.8,15.8,YES,YES,NO,NO,48,54,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,NO,N/A,NO,NO,N/A
2025,02,Clark,02280.1,Bass ES,Regular,63,3,YES,60.8,47.6,33.3,YES,YES,NO,NO,60.8,45.9,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.4,NO,N/A,NO,NO,N/A
2025,02,Clark,02281.1,Martinez ES,Regular,55.5,3,YES,33.6,27.3,7.2,YES,YES,NO,NO,55.5,35.5,57.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.2,NO,N/A,NO,NO,N/A
2025,02,Clark,02282.1,Moore ES,Regular,38,2,YES,26.8,20.8,<5,YES,YES,NO,NO,50.9,34.4,44.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.6,NO,N/A,NO,NO,N/A
2025,02,Clark,02283.1,Ober ES,Regular,47,2,NO,40.2,32.7,15.2,YES,YES,NO,NO,54.6,31.6,56.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02284.1,Smith Hal ES,Regular,10,1,YES,16.6,9,<5,YES,YES,NO,NO,25.3,12.3,28.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.4,YES,7,NO,NO,N/A
2025,02,Clark,02285.1,Tarr ES,Regular,62.5,3,NO,63.4,58.9,7.6,YES,YES,NO,NO,52.8,42.4,55.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02286.1,Staton ES,Regular,86,5,NO,71.8,66.4,27,YES,YES,NO,NO,70,54.3,62.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02287.1,Wolff ES,Regular,89,5,NO,74.2,71.5,30.6,YES,YES,NO,NO,72.4,61.6,55.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.5,NO,N/A,NO,NO,N/A
2025,02,Clark,02289.1,Petersen ES,Regular,23,1,YES,20.7,16.1,<5,YES,YES,YES,NO,33.5,23.7,33.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.5,NO,N/A,NO,YES,3
2025,02,Clark,02290.1,Tobler ES,Regular,56,3,YES,52,44.3,15.8,YES,YES,NO,NO,47.4,38.9,51.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.1,NO,N/A,NO,NO,N/A
2025,02,Clark,02291.1,Sandy Valley ES,Regular,39,2,YES,54,34,5.5,YES,YES,NO,NO,51.4,22.8,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.9,NO,N/A,NO,NO,N/A
2025,02,Clark,02292.1,Bennett William ES,Regular,22.7,1,YES,31.7,28.5,<5,YES,YES,NO,NO,40,22.8,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.6,NO,N/A,NO,NO,N/A
2025,02,Clark,02293.1,Cox C ES,Regular,23,1,YES,26.1,14,<5,YES,YES,NO,NO,37.6,15.1,45.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.6,NO,N/A,NO,YES,1
2025,02,Clark,02294.1,Stanford ES,Regular,46,2,YES,39.8,33.1,<5,YES,YES,NO,NO,56.5,25.3,41.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02295.1,Reed ES,Regular,35,2,YES,32.6,30.6,11.9,YES,YES,NO,NO,48.3,36,46.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.9,NO,N/A,NO,NO,N/A
2025,02,Clark,02296.1,Earl M ES,Regular,58.5,3,YES,45.5,36.3,17.7,YES,YES,NO,NO,58.5,37.4,51.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.3,NO,N/A,NO,NO,N/A
2025,02,Clark,02297.1,Hinman ES,Regular,38,2,YES,34.7,27.5,5.3,YES,YES,NO,NO,45.5,29.7,48.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.4,YES,3,NO,NO,N/A
